Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,ChanStr
gfp,61,3600,1.0,D2,4058,AFU,485,515,gfp61485515
gfp,61,3600,1.0,E1,44,AFU,485,515,gfp61485515
gfp,61,3600,1.0,E2,42,AFU,485,515,gfp61485515
gfp,61,3600,1.0,F1,3520,AFU,485,515,gfp61485515
gfp,61,3600,1.0,F2,4025,AFU,485,515,gfp61485515
gfp,61,3600,1.0,G1,7614,AFU,485,515,gfp61485515
gfp,61,3600,1.0,G2,7185,AFU,485,515,gfp61485515
gfp,61,3600,1.0,H1,2814,AFU,485,515,gfp61485515
gfp,61,3600,1.0,H2,3035,AFU,485,515,gfp61485515
gfp,61,3600,1.0,I1,490,AFU,485,515,gfp61485515
gfp,61,3600,1.0,I2,484,AFU,485,515,gfp61485515
gfp,61,3780,1.05,A1,4692,AFU,485,515,gfp61485515
gfp,61,3780,1.05,A2,4383,AFU,485,515,gfp61485515
gfp,61,3780,1.05,B1,133,AFU,485,515,gfp61485515
gfp,61,3780,1.05,B2,135,AFU,485,515,gfp61485515
gfp,61,3780,1.05,C1,3431,AFU,485,515,gfp61485515
gfp,61,3780,1.05,C2,3933,AFU,485,515,gfp61485515
gfp,61,3780,1.05,D1,4610,AFU,485,515,gfp61485515
gfp,61,3780,1.05,D2,4048,AFU,485,515,gfp61485515
gfp,61,3780,1.05,E1,45,AFU,485,515,gfp61485515
gfp,61,3780,1.05,E2,42,AFU,485,515,gfp61485515
gfp,61,3780,1.05,F1,3445,AFU,485,515,gfp61485515
gfp,61,3780,1.05,F2,4052,AFU,485,515,gfp61485515
gfp,61,3780,1.05,G1,7628,AFU,485,515,gfp61485515
gfp,61,3780,1.05,G2,7280,AFU,485,515,gfp61485515
gfp,61,3780,1.05,H1,2715,AFU,485,515,gfp61485515
gfp,61,3780,1.05,H2,3087,AFU,485,515,gfp61485515
gfp,61,3780,1.05,I1,501,AFU,485,515,gfp61485515
gfp,61,3780,1.05,I2,495,AFU,485,515,gfp61485515
gfp,61,3960,1.1,A1,4710,AFU,485,515,gfp61485515
gfp,61,3960,1.1,A2,4458,AFU,485,515,gfp61485515
gfp,61,3960,1.1,B1,142,AFU,485,515,gfp61485515
gfp,61,3960,1.1,B2,136,AFU,485,515,gfp61485515
gfp,61,3960,1.1,C1,3493,AFU,485,515,gfp61485515
gfp,61,3960,1.1,C2,3972,AFU,485,515,gfp61485515
gfp,61,3960,1.1,D1,4647,AFU,485,515,gfp61485515
gfp,61,3960,1.1,D2,4038,AFU,485,515,gfp61485515
gfp,61,3960,1.1,E1,46,AFU,485,515,gfp61485515
gfp,61,3960,1.1,E2,41,AFU,485,515,gfp61485515
gfp,61,3960,1.1,F1,3447,AFU,485,515,gfp61485515
gfp,61,3960,1.1,F2,3935,AFU,485,515,gfp61485515
gfp,61,3960,1.1,G1,7360,AFU,485,515,gfp61485515
